age,gender,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
17,Male,7.76,3.14,2.41,1.08,0.82,9.03,1.32,Poor,4,31,0,41.29,62.32
19,Male,2.56,2.49,3.58,5.87,3.03,6.28,6.71,Average,10,4,24,20.83,23.66
22,Other,4.13,1.19,0.15,1.54,3.44,9.39,1.32,Poor,8,5,0,36.41,59.47
15,Male,9.67,2.16,2.64,0.87,1.42,7.76,9.12,Poor,7,28,18,40.07,86.93
17,Other,8.01,1.68,0.16,7.01,2.4,6.87,7.21,Poor,5,23,13,30.56,60.15
18,Female,3.24,3.26,3.63,3.81,2.24,7.91,4.28,Good,1,6,15,1.07,10.8
16,Male,4.35,2.06,3.41,2.75,2.09,7.72,3.59,Average,10,14,13,31.02,43.54
22,Female,7.3,1.64,0.19,5.2,2.6,8.02,3.4,Average,6,26,0,42.24,55.12
16,Other,2.74,3.82,2.22,1.98,2.09,5.38,0.82,Good,7,11,12,19.04,50.43
18,Female,3.32,0.4,2.01,5.34,2.56,7.24,5.77,Average,9,0,8,17.3,46.34
22,Other,4.56,0.67,3.86,3.66,3.74,7.53,3.71,Average,1,12,4,13.42,30.47
16,Female,5.14,2.7,0.76,2.65,2.18,5.92,6.21,Good,5,17,17,30.33,51.47
20,Male,3.61,2.71,1.62,6.75,1.09,8.21,6.53,Poor,5,10,22,18.4,13.83
15,Male,4.57,0.85,1.17,3.2,5.82,4.41,8.03,Average,3,17,31,12.92,29.41
22,Male,4.28,0.01,3.42,1.76,1.55,6.98,7.82,Good,1,29,9,27.73,47.73
14,Female,3.72,0.44,2.06,3.46,2.06,7.86,9.21,Good,1,9,13,21.19,29.19
16,Other,6.73,2.65,1.35,1.89,2.79,7.06,2.91,Poor,0,22,0,37.47,48.13
20,Female,4.07,1.86,2.58,1.69,1.79,5.21,1.25,Good,9,7,12,28.78,33.79
22,Male,5.78,3.65,1.67,0.27,1.8,7.21,6.77,Average,5,26,0,29.6,55.3
19,Male,6.17,2.33,1.72,3.15,0.76,9.07,9.65,Poor,6,23,24,25.27,47.57
18,Male,2.12,2.25,1.94,0.56,2.64,5.45,6.87,Average,6,8,22,23.74,19.02
22,Other,3.87,1.93,0.02,1.68,0.21,7.98,7.59,Average,3,8,0,28.17,33.18
19,Male,5.12,1.99,1.6,2.7,1.69,7.11,3.49,Average,3,19,8,25.94,43.31
19,Other,6.64,1.09,1.9,3.58,0.8,4.24,6.61,Good,4,27,27,34.97,43.51
17,Male,9.28,2.3,3.3,2.15,3.73,7.98,5.57,Good,10,39,23,52.31,69.32
18,Other,6.49,1.81,1.08,1.81,0.49,6.07,6.36,Poor,10,21,3,31.25,51.16
17,Other,7.11,3.32,1.92,3.2,1.58,6.23,5.32,Average,2,22,13,20.69,45.1
19,Other,2.5,1.88,0.63,0.97,1.43,4.35,11.61,Good,3,11,14,7.67,39.69
21,Male,6.97,4.11,1.69,5.4,0.08,6.42,7.59,Good,7,20,31,36.63,41.61
21,Other,4.37,2.44,2.26,3.94,3.36,7.39,8.03,Average,8,9,22,25.23,38.64
19,Male,2.67,2.97,1.2,2.92,1.91,6.42,4.7,Poor,1,5,11,8.15,8.46
19,Male,4.9,2.49,0.3,2.55,2.41,8.51,6.37,Good,9,12,3,28.27,41.97
21,Other,2.8,1.38,0.97,6.49,3.94,7.71,2.96,Average,1,0,3,15.37,8.59
23,Other,6.16,2.96,0.2,4.0,2.18,7.44,8.58,Poor,5,18,23,38.33,54.91
19,Male,3.83,2.47,3.64,3.71,0.34,6.93,5.28,Average,7,21,18,27.96,48.13
18,Female,1.87,1.78,3.18,4.41,1.32,5.71,10.96,Average,1,0,29,5.33,5.05
19,Male,4.04,0.53,1.59,2.35,4.54,7.2,6.35,Good,8,5,11,29.08,39.3
18,Other,4.21,4.03,0.95,3.7,1.92,6.26,7.41,Good,3,16,28,20.42,29.52
19,Female,5.68,0.62,0.35,1.32,0.91,7.58,9.19,Poor,3,17,8,31.77,39.42
24,Other,2.1,1.67,0.96,1.42,2.53,9.03,3.11,Average,9,5,0,25.76,46.57
16,Male,6.5,1.08,2.8,0.06,3.4,7.55,5.94,Good,0,24,15,25.4,31.73
18,Male,6.34,3.29,1.69,4.65,0.21,8.57,5.16,Poor,3,12,18,25.0,32.55
23,Female,3.97,1.88,0.31,4.28,1.23,7.16,4.32,Poor,6,14,7,34.37,36.72
18,Male,6.64,2.58,0.09,0.08,2.38,5.43,6.75,Poor,4,24,7,39.18,42.97
17,Male,4.94,2.79,1.31,0.7,2.75,7.61,11.57,Good,8,22,0,48.2,53.82
21,Male,7.91,3.77,2.06,2.89,2.79,7.44,2.14,Good,4,30,13,36.69,64.64
16,Other,6.49,1.69,3.85,2.83,2.31,8.21,7.64,Good,7,21,28,43.83,40.82
15,Male,7.99,0.91,1.66,6.62,0.84,7.05,11.75,Poor,9,20,40,31.23,51.75
16,Female,3.84,1.44,2.22,4.75,1.39,5.13,8.45,Poor,2,7,34,20.06,27.07
23,Other,4.88,1.9,0.66,5.9,2.7,4.93,6.2,Good,8,17,26,32.16,45.55
15,Other,5.04,2.33,3.05,4.21,0.43,5.72,11.4,Good,1,12,26,10.52,25.04
18,Male,3.27,2.9,3.55,0.09,2.27,8.28,3.74,Poor,7,11,0,32.39,49.79
23,Male,4.26,2.19,3.23,3.35,0.74,5.16,6.38,Poor,8,9,26,24.07,49.45
17,Other,0.47,0.29,2.4,3.61,0.87,10.09,5.04,Good,7,0,0,5.14,21.54
15,Male,3.72,1.69,2.23,2.62,1.11,5.18,4.14,Average,2,4,14,5.3,16.46
17,Female,1.99,1.63,3.04,1.78,0.75,5.91,9.1,Good,0,9,8,4.61,4.57
15,Other,3.53,4.38,2.21,3.5,2.91,6.25,7.69,Good,8,1,14,21.89,26.78
19,Female,4.48,0.82,2.25,3.1,0.26,9.32,7.68,Good,4,20,1,22.28,36.77
19,Male,4.45,1.44,3.05,4.83,1.07,5.67,6.09,Average,3,12,20,13.39,28.78
17,Male,3.37,0.02,3.05,4.0,0.57,4.45,5.04,Average,0,7,21,4.75,14.65
22,Male,5.39,1.15,3.0,4.69,2.33,6.71,7.06,Poor,6,8,38,44.04,58.17
22,Male,1.91,2.4,2.21,2.57,1.12,5.72,5.9,Average,2,11,35,11.2,15.01
18,Other,10.55,3.64,2.21,1.16,0.41,8.83,7.73,Good,6,30,0,58.34,76.11
19,Other,2.75,2.07,0.51,1.55,0.95,5.87,10.04,Average,6,11,10,21.38,40.13
23,Male,4.9,0.61,2.68,2.33,1.18,6.35,3.93,Average,7,25,0,45.27,54.07
21,Other,9.53,2.44,2.06,1.74,1.82,7.12,8.71,Average,4,32,12,38.73,41.84
21,Female,2.71,2.03,0.36,0.87,1.47,6.74,8.45,Good,5,14,27,27.61,24.29
19,Female,3.37,2.0,2.16,2.56,2.51,6.47,8.54,Poor,3,7,15,6.72,29.39
18,Male,0.51,1.67,1.35,1.91,0.95,6.87,10.79,Average,9,1,10,8.3,11.45
23,Female,5.23,1.75,2.63,3.11,0.31,5.61,5.32,Good,5,16,3,35.36,44.92
18,Female,9.65,1.11,2.38,3.66,0.85,8.96,8.65,Good,9,30,19,51.99,76.51
17,Female,4.98,0.57,0.63,1.7,1.12,5.79,5.29,Average,3,15,11,28.69,29.26
15,Female,5.38,1.83,3.11,1.19,1.34,6.24,4.15,Average,3,2,9,28.83,39.66
18,Other,4.3,1.78,1.92,3.6,0.94,6.54,4.62,Poor,6,6,13,13.56,27.31
19,Male,2.75,2.03,3.5,3.29,2.9,7.3,0.98,Average,1,10,13,14.88,10.94
15,Female,4.91,1.1,1.47,3.53,2.18,5.86,6.38,Average,3,13,8,28.95,27.77
17,Female,2.22,0.01,3.75,2.15,1.36,8.36,6.67,Good,10,7,16,18.54,27.45
19,Female,5.07,1.44,2.64,1.44,1.76,8.39,2.92,Poor,5,16,7,29.92,34.32
24,Female,3.51,0.99,1.46,3.73,2.71,7.32,6.59,Good,8,5,16,24.85,30.02
23,Male,6.6,4.67,2.55,1.58,0.92,8.74,4.12,Good,2,26,0,26.74,39.88
16,Other,5.4,1.38,1.34,0.69,2.69,7.77,6.73,Poor,5,7,1,34.16,51.92
18,Female,4.69,2.68,1.99,3.82,0.48,6.61,1.5,Poor,0,39,0,15.06,35.06
20,Female,2.06,0.7,1.07,3.23,0.9,6.56,5.86,Poor,1,0,9,2.86,6.51
19,Male,6.36,0.66,2.48,3.02,2.85,10.32,7.17,Average,1,14,11,36.74,55.04
20,Female,1.89,3.12,2.6,2.89,0.8,8.05,7.57,Poor,1,9,0,9.85,13.16
19,Other,6.91,2.23,0.72,3.71,1.84,3.91,8.42,Good,3,18,38,25.5,13.02
17,Female,5.69,2.35,1.97,1.82,0.37,3.77,8.17,Good,1,21,20,28.42,46.25
21,Other,3.92,0.91,3.0,3.35,1.44,8.17,7.7,Good,10,0,17,30.76,46.99
20,Female,4.66,1.05,4.15,2.37,1.59,5.89,7.36,Average,7,14,13,30.46,40.06
15,Male,4.66,2.9,0.15,1.53,2.17,5.53,9.51,Good,7,17,16,13.67,29.12
19,Male,8.24,2.98,2.09,3.28,2.22,7.66,6.27,Poor,10,26,10,41.41,59.32
15,Female,6.32,2.39,2.22,0.86,2.1,6.45,10.41,Poor,10,20,19,42.78,62.94
17,Other,7.95,0.95,1.22,4.81,2.99,5.18,7.63,Average,5,18,25,29.51,59.39
16,Female,6.14,0.99,0.1,1.83,1.61,6.91,9.06,Good,2,14,7,35.51,42.43
16,Male,3.37,3.61,0.33,3.4,0.27,9.09,6.79,Poor,9,19,1,27.55,41.25
24,Male,0.87,0.76,1.56,4.38,2.37,7.25,8.36,Good,4,0,29,5.96,5.04
22,Female,3.19,2.07,1.5,4.22,2.24,9.77,4.94,Poor,3,13,0,21.52,14.24
18,Female,2.84,2.27,2.06,1.27,2.21,6.58,8.37,Average,6,16,3,20.25,14.95
23,Other,0.29,1.12,2.02,2.44,2.5,7.23,5.23,Average,9,0,7,7.08,20.97
15,Other,6.29,0.2,1.88,3.37,1.58,5.38,3.5,Good,3,24,0,34.82,48.07
16,Female,4.44,1.25,1.52,4.08,2.62,7.87,7.16,Average,7,11,29,25.45,42.08
19,Other,3.5,3.65,1.92,0.02,0.46,6.72,8.76,Average,7,24,0,29.12,54.05
15,Other,3.1,2.7,2.88,3.94,1.27,6.82,8.4,Poor,1,9,23,9.64,14.64
17,Other,4.78,1.36,1.36,3.09,0.83,6.48,5.88,Good,7,10,8,29.15,48.46
19,Male,4.79,1.9,1.36,2.27,1.96,6.4,3.7,Average,6,24,0,25.03,41.4
21,Female,5.6,1.4,3.24,4.14,2.83,6.0,7.4,Poor,3,13,27,35.09,55.39
21,Other,4.4,2.99,1.15,2.18,1.01,7.78,5.72,Good,0,21,1,20.46,25.09
25,Male,2.93,0.37,1.51,3.38,0.49,6.98,9.27,Good,4,0,10,8.58,5.37
19,Female,4.66,0.97,0.9,3.56,1.04,4.91,7.97,Average,5,12,24,23.59,44.11
22,Other,2.37,3.75,1.81,2.59,0.8,6.2,5.11,Good,3,11,6,10.48,36.68
19,Female,3.13,3.81,3.82,2.53,0.21,5.37,6.07,Poor,6,11,20,18.92,27.48
21,Female,5.08,1.07,2.2,0.42,2.87,7.84,6.11,Poor,10,20,0,40.12,70.99
18,Other,4.58,2.43,3.01,5.53,1.85,7.73,7.35,Average,9,10,26,23.12,23.94
20,Female,4.9,1.32,0.85,1.63,2.97,8.27,6.38,Good,2,20,6,31.69,37.97
21,Male,4.85,2.12,0.23,4.13,0.32,8.64,1.72,Poor,7,17,0,32.16,34.98
18,Other,6.18,1.21,1.08,0.88,0.39,6.46,5.08,Poor,5,25,7,37.76,46.93
21,Female,5.5,4.4,1.25,4.38,2.33,6.58,4.76,Average,5,23,3,35.62,28.32
19,Female,5.6,1.62,1.92,2.04,1.86,8.38,8.31,Good,9,19,9,38.84,55.55
16,Female,3.24,1.71,3.11,3.29,2.84,8.13,5.18,Average,9,6,15,23.42,36.64
17,Male,6.84,2.35,2.43,1.9,0.93,7.25,7.04,Good,8,20,0,45.1,34.33
17,Other,6.29,3.37,1.12,1.99,1.2,5.45,4.91,Good,6,20,3,34.25,54.55
19,Male,5.59,2.55,2.09,5.34,0.73,7.23,7.03,Good,4,16,29,23.34,57.61
18,Female,2.65,0.86,0.97,2.51,0.08,8.07,1.81,Poor,5,11,0,11.73,25.73
20,Female,3.41,0.25,3.28,3.43,2.66,5.88,7.09,Good,9,3,30,22.44,25.98
16,Male,2.62,0.65,3.13,1.55,0.6,3.83,8.2,Average,1,11,30,5.09,1.54
21,Male,6.78,1.86,1.95,3.07,3.72,7.15,14.6,Poor,2,28,47,31.68,59.33
18,Female,6.32,2.28,1.1,0.53,0.79,7.13,4.8,Poor,10,25,0,45.22,51.85
24,Female,4.82,0.89,1.18,2.88,2.63,7.42,9.44,Good,8,12,21,32.78,36.65
18,Male,2.25,0.5,2.46,3.35,1.64,5.13,8.09,Good,5,12,28,3.04,10.4
21,Other,8.09,2.84,2.94,2.69,2.6,8.02,0.59,Average,8,20,0,57.27,48.11
18,Female,5.41,0.96,0.44,3.93,1.93,9.36,5.93,Good,3,11,1,16.57,20.88
17,Male,2.07,1.41,2.38,4.19,0.64,6.72,2.97,Good,2,0,2,8.24,6.72
23,Male,4.68,2.2,0.87,4.24,3.35,7.4,10.11,Good,5,16,11,32.78,16.75
16,Other,5.33,1.52,0.61,2.27,1.83,6.63,3.74,Good,7,22,15,33.27,59.59
20,Male,3.3,0.58,3.23,4.58,0.88,6.31,5.0,Poor,5,11,21,12.23,22.63
16,Female,0.87,1.02,3.27,2.48,1.26,5.45,7.28,Poor,3,0,22,1.64,3.88
24,Male,3.26,2.78,0.06,4.13,0.83,7.43,12.84,Good,10,12,31,27.06,46.52
17,Female,3.75,2.77,2.03,5.12,0.32,8.15,3.77,Average,8,12,10,16.33,35.43
22,Other,5.96,1.27,0.69,2.62,3.28,7.79,10.16,Good,4,11,25,26.18,45.68
16,Other,3.18,2.21,1.42,4.7,1.31,7.14,5.7,Poor,8,8,3,14.0,37.42
18,Other,6.03,1.97,0.75,1.05,2.72,4.99,5.47,Good,10,23,7,51.69,44.68
18,Other,5.33,2.12,0.97,4.13,3.84,7.01,8.59,Average,9,7,17,27.54,34.32
21,Male,6.63,2.95,2.87,2.38,1.67,8.09,8.37,Good,3,26,20,32.86,52.53
21,Male,4.66,3.88,4.02,4.73,1.31,6.79,6.6,Average,9,25,15,34.47,46.51
16,Male,6.36,2.95,3.83,2.31,1.23,4.88,5.7,Poor,6,20,32,26.72,56.34
15,Other,5.26,2.79,4.62,4.06,2.25,6.78,11.93,Poor,6,19,39,33.54,48.61
15,Female,6.74,2.28,0.18,2.02,0.74,8.04,5.11,Poor,5,19,1,33.07,38.17
15,Female,5.9,3.76,2.06,3.28,2.22,7.81,4.63,Average,7,19,10,34.88,40.81
21,Male,6.08,1.15,0.64,1.35,2.27,9.6,5.46,Poor,7,19,1,39.89,50.61
16,Male,5.49,1.06,1.41,5.46,0.42,7.59,11.03,Good,0,9,20,31.93,43.59
21,Female,8.97,1.82,0.83,4.24,0.39,5.5,8.82,Good,7,27,12,46.86,53.59
16,Other,7.79,2.66,1.31,0.27,1.81,7.38,9.57,Good,5,27,4,41.32,63.56
17,Male,4.55,2.59,2.35,1.42,0.22,6.17,4.27,Good,2,1,0,27.31,26.02
19,Male,4.37,0.63,0.92,0.84,1.05,6.02,5.05,Average,7,12,1,41.42,32.66
20,Male,4.66,3.06,3.0,2.33,1.35,6.94,3.98,Poor,0,20,5,7.22,11.72
21,Female,5.5,0.86,0.81,1.7,0.64,6.25,7.54,Good,8,12,23,37.62,33.57
19,Female,5.44,1.0,1.83,2.02,3.84,7.59,7.37,Poor,0,12,13,26.76,36.87
16,Female,3.49,1.43,0.85,0.24,4.23,7.36,7.32,Poor,0,6,4,19.46,24.01
19,Male,4.01,1.02,3.12,4.65,1.12,7.66,4.87,Average,5,15,19,25.14,39.25
24,Other,5.48,3.96,3.91,2.23,1.36,8.97,6.72,Good,7,32,9,35.74,63.53
21,Female,3.98,2.61,1.29,3.2,2.07,7.38,9.45,Poor,9,7,7,30.17,53.21
19,Other,9.44,4.19,2.15,2.86,0.92,7.78,9.91,Good,10,34,0,70.91,82.42
20,Male,3.63,2.09,0.02,3.07,1.98,9.19,12.51,Good,4,8,0,16.61,21.75
18,Female,3.77,1.54,0.9,1.2,2.25,6.96,2.74,Poor,7,21,4,31.92,37.27
20,Male,4.05,1.09,1.59,4.93,1.42,4.53,8.34,Average,2,11,20,19.5,28.66
17,Other,5.59,0.31,1.77,5.71,2.71,7.06,11.69,Poor,4,6,32,20.78,20.44
18,Male,7.45,0.1,0.38,2.99,1.67,9.28,7.21,Poor,5,27,0,44.41,70.33
19,Female,3.35,1.19,1.26,2.0,3.14,5.55,5.86,Poor,8,8,14,27.42,58.34
17,Male,5.62,2.42,1.99,0.8,1.06,6.49,3.55,Poor,4,20,10,40.05,48.75
20,Male,4.59,1.65,3.13,1.41,0.43,7.49,4.98,Poor,4,15,0,33.37,37.94
19,Female,3.08,0.45,3.11,3.98,1.73,7.8,4.62,Good,7,2,28,24.5,13.92
23,Other,4.92,2.4,3.47,2.47,2.09,5.94,1.47,Poor,2,13,18,24.56,30.08
22,Other,4.34,2.96,1.68,2.98,1.33,7.14,3.63,Poor,6,6,0,27.14,28.5
20,Other,3.22,4.57,1.33,1.43,1.42,8.44,6.95,Average,1,19,0,15.22,32.47
19,Female,6.74,4.46,0.25,4.65,1.68,6.67,10.25,Poor,9,23,22,44.3,47.7
20,Other,0.25,1.88,0.75,1.46,1.8,6.52,5.04,Average,0,0,0,2.23,3.44
23,Other,3.32,2.61,1.19,0.8,3.03,7.76,9.42,Good,4,19,14,15.64,33.98
16,Female,2.04,2.76,1.33,3.75,2.37,8.31,7.41,Good,2,6,6,13.89,20.43
22,Male,3.23,3.23,1.48,4.77,0.94,7.93,2.83,Average,8,10,12,17.07,36.47
18,Male,3.33,2.07,1.81,2.15,1.9,6.77,2.03,Poor,4,22,0,13.82,22.35
15,Other,5.51,4.59,1.23,2.43,1.48,5.88,4.53,Good,3,19,3,32.09,36.8
16,Male,4.25,2.63,2.32,0.15,1.41,5.88,8.57,Good,7,21,0,29.61,43.11
19,Male,4.8,3.86,0.39,3.89,0.85,7.25,5.88,Average,7,17,0,26.34,46.16
19,Male,2.48,2.86,0.55,4.07,0.77,6.61,8.69,Good,3,9,22,8.38,36.45
18,Female,6.76,1.85,1.34,4.32,0.84,7.85,7.76,Good,10,19,19,39.48,42.66
20,Male,0.63,2.35,1.55,4.19,0.16,8.19,6.95,Poor,6,5,10,7.26,6.26
15,Other,5.5,1.58,1.17,2.41,1.8,7.07,5.72,Good,9,14,20,41.11,42.11
24,Female,8.2,1.49,3.18,2.4,2.52,8.45,6.37,Poor,0,38,5,43.61,59.82
18,Other,10.47,2.23,1.6,2.5,3.6,7.69,2.48,Average,8,28,12,59.79,79.84
17,Female,2.81,3.86,2.83,3.19,1.26,6.69,4.43,Average,3,14,14,15.09,42.22
17,Male,5.57,4.32,1.39,1.9,2.09,7.72,10.49,Good,9,15,0,38.32,57.72
21,Female,0.98,1.48,1.25,3.57,1.17,6.28,10.81,Poor,1,2,22,0.89,11.41
18,Other,5.76,2.13,2.04,0.94,1.75,5.65,2.7,Poor,8,17,0,29.28,40.18
20,Male,6.77,1.34,2.16,0.2,1.03,8.9,4.92,Good,8,34,11,42.75,49.39
24,Male,3.6,1.57,3.17,0.45,2.54,6.48,12.7,Good,5,16,9,21.07,26.14
18,Male,1.5,2.35,1.2,7.2,0.22,7.76,5.3,Good,1,1,19,0.49,5.48
20,Male,4.58,0.75,0.41,1.58,1.01,6.43,8.5,Good,7,10,5,24.42,27.2
17,Male,5.42,1.61,1.48,1.86,2.2,6.63,2.95,Good,2,18,8,29.67,36.94
20,Other,2.75,1.36,2.02,2.69,1.56,8.24,2.75,Good,0,6,0,14.1,28.45
20,Other,3.67,3.21,3.29,1.55,0.23,6.94,7.49,Good,2,13,20,15.19,50.33
17,Other,2.55,3.08,3.7,2.06,1.18,7.2,4.24,Poor,7,14,0,24.09,32.81
17,Other,6.86,2.53,2.34,4.3,1.67,6.87,5.91,Poor,9,23,27,43.08,56.49
19,Male,6.69,3.03,0.8,4.49,0.88,9.33,5.25,Good,5,16,4,31.14,39.34
20,Female,8.8,4.26,1.71,2.37,2.56,7.05,4.01,Average,4,31,16,43.32,65.04
21,Other,3.07,2.15,1.82,2.98,3.06,8.68,1.56,Poor,7,8,5,23.33,31.59
24,Female,2.9,3.06,4.08,0.05,0.27,7.87,6.86,Average,9,14,1,30.56,46.03
18,Female,5.7,2.02,1.02,4.04,1.06,3.1,5.93,Good,9,24,12,33.83,47.25
18,Male,0.81,1.87,1.11,2.54,1.86,5.91,8.58,Good,0,0,31,4.09,0.0
18,Female,4.7,0.16,3.96,3.86,2.4,8.54,9.81,Average,5,10,11,28.39,42.13
20,Other,2.49,1.55,2.26,2.85,1.07,7.69,7.85,Poor,2,6,10,12.13,24.05
17,Female,1.44,2.14,2.47,2.53,2.89,5.98,0.94,Poor,2,9,8,9.37,14.48
19,Male,4.68,0.6,3.16,3.0,0.87,3.67,6.59,Poor,1,16,13,18.34,23.66
18,Other,1.18,1.54,1.72,2.44,1.45,8.21,7.96,Poor,0,8,3,8.69,17.91
15,Female,4.1,3.73,0.81,3.48,0.99,8.52,3.03,Average,1,20,3,16.97,36.98
21,Other,5.08,2.14,2.11,3.15,0.16,5.86,2.62,Average,2,21,2,20.0,23.84
19,Male,3.0,3.7,2.07,5.75,2.4,8.81,9.83,Poor,6,13,14,15.03,22.41
15,Other,4.39,1.85,2.14,1.97,3.5,8.54,4.47,Good,5,21,22,20.53,35.13
19,Female,6.17,0.5,0.9,1.23,0.62,9.87,4.25,Average,5,18,1,34.87,52.27
19,Other,4.72,1.22,2.0,3.53,1.85,6.29,4.54,Average,9,12,1,30.67,33.25
16,Female,3.07,3.45,0.82,1.69,2.44,9.68,9.74,Average,5,5,0,25.29,23.59
17,Female,3.27,2.92,1.71,2.88,2.65,7.85,6.29,Poor,2,13,8,10.09,6.25
20,Female,3.47,1.22,0.69,4.31,3.66,4.9,10.01,Average,4,5,36,14.72,27.71
17,Male,4.62,1.91,0.73,4.33,1.52,7.47,6.2,Good,2,7,6,18.41,13.19
16,Other,4.17,2.44,1.77,3.87,1.96,6.41,4.73,Good,9,16,0,17.51,46.23
16,Male,6.15,2.21,2.2,2.44,0.2,8.91,5.4,Good,8,25,0,38.06,52.68
19,Other,4.75,1.96,2.02,2.9,1.23,7.66,8.76,Good,0,21,0,28.45,42.58
24,Male,6.24,1.69,2.65,2.19,1.74,8.29,8.7,Good,8,26,18,40.61,64.23
18,Other,4.4,3.4,1.98,1.79,2.25,7.36,2.83,Average,6,10,1,39.75,46.21
21,Female,2.69,4.31,2.9,2.56,2.81,6.92,7.16,Average,1,12,8,7.92,11.38
22,Other,4.99,0.38,0.81,4.98,0.85,6.9,6.95,Average,9,10,15,16.35,20.81
19,Other,4.51,2.93,0.47,2.38,0.91,8.2,8.62,Good,4,15,1,23.61,31.14
17,Female,4.31,3.75,0.29,2.8,2.66,7.06,4.16,Good,3,10,3,15.74,21.37
16,Other,7.56,1.6,2.93,2.32,2.9,7.42,7.21,Poor,10,28,12,46.25,56.67
20,Male,5.74,0.52,1.37,4.37,0.34,9.36,1.27,Good,9,23,0,35.82,51.49
19,Female,5.74,3.41,1.39,3.31,2.77,10.07,3.23,Good,4,24,0,27.28,35.35
19,Female,3.78,3.41,2.76,3.27,0.24,4.79,7.08,Poor,3,9,19,22.61,18.1
19,Female,10.59,0.67,0.17,1.7,2.89,6.41,9.35,Good,10,34,17,71.45,99.5
19,Male,6.87,4.3,3.35,2.05,1.78,5.71,3.51,Good,0,23,2,23.56,43.0
19,Other,5.71,0.8,3.68,3.32,1.59,6.95,4.38,Good,8,21,23,42.61,49.43
22,Other,9.04,2.36,4.08,2.45,1.14,8.35,7.72,Average,8,40,16,64.8,77.22
17,Other,7.03,1.03,2.55,2.73,1.94,8.68,7.14,Good,0,24,9,22.81,45.04
18,Other,4.31,2.3,1.88,3.7,2.93,7.75,1.43,Good,10,23,4,25.03,30.91
15,Other,6.06,3.58,3.74,6.13,0.0,3.32,3.11,Average,0,18,30,17.78,31.82
15,Female,6.06,1.05,0.24,2.59,0.35,7.33,6.1,Poor,5,17,0,34.89,35.51
17,Female,6.33,4.62,0.63,2.86,3.61,7.09,6.99,Average,10,26,15,36.94,70.88
19,Other,5.59,2.19,2.0,3.22,2.61,4.68,6.69,Average,2,25,12,21.66,43.74
17,Other,4.61,1.63,1.6,3.47,0.92,5.19,4.42,Good,1,16,0,14.42,13.91
20,Other,4.27,2.9,2.56,3.6,2.2,9.28,1.44,Average,9,15,13,35.48,55.36
16,Other,9.03,2.52,3.28,2.54,0.42,6.14,6.87,Average,5,33,21,46.56,75.34
24,Other,4.43,1.21,0.67,1.93,1.18,6.43,4.09,Poor,5,5,6,28.74,37.16
20,Female,5.63,3.37,1.8,1.24,1.32,6.28,4.28,Good,8,17,3,40.01,48.49
22,Female,0.1,1.81,1.07,3.45,2.06,7.65,7.12,Poor,9,0,0,14.36,17.6
16,Other,0.46,0.1,0.33,1.85,0.56,6.6,4.54,Good,5,6,0,5.74,9.95
17,Male,6.12,3.7,2.83,4.4,2.69,7.51,3.28,Poor,0,21,22,15.47,29.44
18,Other,0.09,1.01,1.97,4.01,3.16,6.61,8.51,Poor,9,0,34,4.17,6.51
20,Female,7.01,1.89,2.11,2.61,2.62,6.65,2.36,Average,7,22,2,37.8,36.57
19,Female,5.33,0.02,0.07,4.13,2.48,5.94,8.7,Poor,3,17,26,20.48,45.26
16,Female,3.03,1.73,1.98,2.76,0.15,4.81,9.51,Good,10,9,7,20.35,38.8
22,Female,2.86,1.26,0.34,5.01,2.62,7.73,3.99,Average,6,1,22,9.72,20.67
21,Male,2.92,3.02,2.15,2.25,0.38,3.99,10.03,Poor,5,16,15,19.38,24.62
23,Female,0.57,0.72,0.08,1.72,1.82,4.71,7.15,Poor,7,0,4,11.65,26.57
17,Other,1.52,3.6,0.95,6.13,1.06,7.2,9.66,Poor,3,12,0,18.78,6.94
21,Male,5.72,3.82,1.14,2.29,2.85,7.18,5.53,Good,5,13,9,26.18,40.36
20,Other,4.2,3.07,3.55,2.61,2.11,8.34,5.19,Good,7,10,0,26.77,28.25
18,Female,4.74,5.48,0.81,1.74,1.63,7.79,10.54,Good,9,20,1,37.87,58.01
16,Female,2.27,2.84,2.31,3.07,2.79,6.22,7.04,Average,3,7,1,11.48,18.77
17,Male,5.5,2.36,2.12,1.6,2.7,6.17,9.11,Average,8,14,0,32.76,55.59
24,Other,5.91,2.16,1.59,2.02,4.42,4.6,7.59,Poor,6,22,14,29.98,34.57
21,Male,5.54,2.32,0.84,2.88,2.72,7.62,4.48,Poor,9,14,0,36.19,54.25
21,Other,2.41,5.08,0.27,5.38,2.68,8.07,8.77,Poor,4,6,2,19.84,20.14
21,Other,3.88,1.94,2.35,3.24,2.89,8.76,4.3,Average,3,4,1,9.14,17.91
19,Male,6.27,2.48,2.19,2.9,1.21,5.52,4.12,Good,5,23,3,34.57,48.11
16,Other,2.26,2.45,2.53,1.92,3.31,6.96,6.91,Good,10,0,8,23.33,39.29
17,Other,4.78,4.14,2.4,2.62,1.24,6.25,2.43,Average,1,21,16,26.43,39.9
17,Male,5.42,3.88,1.58,4.15,2.83,7.3,5.82,Average,4,22,15,36.21,52.56
19,Other,6.0,0.94,2.63,2.76,1.57,7.79,2.8,Poor,1,19,0,28.61,40.29
